"TL","Echelle de Territoire et Typologie","REG_ID","Région","VAR","Indicateur","SEX","Genre","POS","Position","TIME","Année","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"3","Petites régions (TL3)","FR103","Yvelines","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-0.54,,
"3","Petites régions (TL3)","FR104","Essonne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-2562,,
"3","Petites régions (TL3)","FR106","Seine-Saint-Denis","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,47938,,
"3","Petites régions (TL3)","FR106","Seine-Saint-Denis","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,48163,,
"3","Petites régions (TL3)","FR106","Seine-Saint-Denis","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,48401,,
"3","Petites régions (TL3)","FR108","Val-d'Oise","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-0.51,,
"2","Grandes régions (TL2)","FR1","Île-de-France","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,56.05,,
"2","Grandes régions (TL2)","FR1","Île-de-France","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,55.23,,
"2","Grandes régions (TL2)","FR1","Île-de-France","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,55.33,,
"2","Grandes régions (TL2)","FRC","Bourgogne-Franche-Comté","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,42.92,,
"2","Grandes régions (TL2)","FRC","Bourgogne-Franche-Comté","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,42.91,,
"2","Grandes régions (TL2)","FRE","Hauts-de-France","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-0.25,,
"2","Grandes régions (TL2)","FRF","Grand Est","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,25523,,
"2","Grandes régions (TL2)","FRF","Grand Est","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,25407,,
"2","Grandes régions (TL2)","FRF","Grand Est","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,25048,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,43.71,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,43.76,,
"2","Grandes régions (TL2)","FRG","Pays de la Loire","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,43.3,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,41.67,,
"2","Grandes régions (TL2)","FRH","Bretagne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,40.6,,
"2","Grandes régions (TL2)","FRI","Nouvelle-Aquitaine","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,29799,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,36.71,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,36.64,,
"2","Grandes régions (TL2)","FRL","Provence-Alpes-Côte d’Azur","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,36.22,,
"2","Grandes régions (TL2)","FRM","Corse","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,6824,,
"2","Grandes régions (TL2)","FRM","Corse","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,4179,,
"2","Grandes régions (TL2)","FRM","Corse","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,7063,,
"2","Grandes régions (TL2)","FRM","Corse","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,4218,,
"2","Grandes régions (TL2)","FRM","Corse","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,7053,,
"2","Grandes régions (TL2)","FRM","Corse","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,4472,,
"3","Petites régions (TL3)","FRB02","Eure-et-Loir","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,4469,,
"3","Petites régions (TL3)","FRB02","Eure-et-Loir","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,4403,,
"3","Petites régions (TL3)","FRB02","Eure-et-Loir","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,4286,,
"3","Petites régions (TL3)","FRB03","Indre","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,6019,,
"3","Petites régions (TL3)","FRB03","Indre","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,5961,,
"3","Petites régions (TL3)","FRB03","Indre","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,37.82,,
"3","Petites régions (TL3)","FRB03","Indre","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,6036,,
"3","Petites régions (TL3)","FRB03","Indre","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,38.48,,
"3","Petites régions (TL3)","FRB04","Indre-et-Loire","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.21,,
"3","Petites régions (TL3)","FRC13","Saône-et-Loire","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-0.09,,
"3","Petites régions (TL3)","FRC13","Saône-et-Loire","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-0.05,,
"3","Petites régions (TL3)","FRC14","Yonne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,33.45,,
"3","Petites régions (TL3)","FRC14","Yonne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,33.26,,
"3","Petites régions (TL3)","FRC24","Territoire de Belfort","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,53.06,,
"3","Petites régions (TL3)","FRC24","Territoire de Belfort","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,50.38,,
"3","Petites régions (TL3)","FRC24","Territoire de Belfort","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,49.52,,
"3","Petites régions (TL3)","FRD13","Orne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,40.74,,
"3","Petites régions (TL3)","FRE22","Oise","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,24546,,
"3","Petites régions (TL3)","FRE22","Oise","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,23965,,
"3","Petites régions (TL3)","FRE23","Somme","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,12373,,
"3","Petites régions (TL3)","FRE23","Somme","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,12372,,
"3","Petites régions (TL3)","FRE23","Somme","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,12257,,
"3","Petites régions (TL3)","FRF21","Ardennes","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,1811,,
"3","Petites régions (TL3)","FRF21","Ardennes","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,1889,,
"3","Petites régions (TL3)","FRF21","Ardennes","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,1949,,
"3","Petites régions (TL3)","FRF24","Haute-Marne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,5089,,
"3","Petites régions (TL3)","FRF24","Haute-Marne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,5114,,
"3","Petites régions (TL3)","FRF24","Haute-Marne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,5031,,
"3","Petites régions (TL3)","FRF31","Meurthe-et-Moselle","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-0.17,,
"3","Petites régions (TL3)","FRF31","Meurthe-et-Moselle","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,58.61,,
"3","Petites régions (TL3)","FRF31","Meurthe-et-Moselle","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,58.2,,
"3","Petites régions (TL3)","FRF31","Meurthe-et-Moselle","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-0.12,,
"3","Petites régions (TL3)","FRF32","Meuse","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,-0.71,,
"3","Petites régions (TL3)","FRF32","Meuse","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,40.31,,
"3","Petites régions (TL3)","FRF32","Meuse","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-0.6,,
"3","Petites régions (TL3)","FRF32","Meuse","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,-0.51,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,40043,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,40658,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,8974,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,41722,,
"3","Petites régions (TL3)","FRG01","Loire-Atlantique","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,9092,,
"3","Petites régions (TL3)","FRG02","Maine-et-Loire","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,12467,,
"3","Petites régions (TL3)","FRG02","Maine-et-Loire","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,12474,,
"3","Petites régions (TL3)","FRG02","Maine-et-Loire","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,12420,,
"3","Petites régions (TL3)","FRG03","Mayenne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,7871,,
"3","Petites régions (TL3)","FRG03","Mayenne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,8110,,
"3","Petites régions (TL3)","FRG03","Mayenne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,7987,,
"3","Petites régions (TL3)","FRI34","Vienne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,12370,,
"3","Petites régions (TL3)","FRI34","Vienne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,55.81,,
"3","Petites régions (TL3)","FRI34","Vienne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,12592,,
"3","Petites régions (TL3)","FRI34","Vienne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,1518,,
"3","Petites régions (TL3)","FRI34","Vienne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,54.86,,
"3","Petites régions (TL3)","FRI34","Vienne","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,12509,,
"3","Petites régions (TL3)","FRI11","Dordogne","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,0.54,,
"3","Petites régions (TL3)","FRI11","Dordogne","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.6,,
"3","Petites régions (TL3)","FRI14","Lot-et-Garonne","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,3486,,
"3","Petites régions (TL3)","FRI14","Lot-et-Garonne","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,36.38,,
"3","Petites régions (TL3)","FRI14","Lot-et-Garonne","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,3432,,
"3","Petites régions (TL3)","FRI14","Lot-et-Garonne","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,3454,,
"3","Petites régions (TL3)","FRI21","Corrèze","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,40.4,,
"3","Petites régions (TL3)","FRI22","Creuse","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,30.34,,
"3","Petites régions (TL3)","FRI23","Haute-Vienne","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,73,,
"3","Petites régions (TL3)","FRJ21","Ariège","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,28.71,,
"3","Petites régions (TL3)","FRJ24","Gers","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,0.49,,
"3","Petites régions (TL3)","FRJ24","Gers","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.73,,
"3","Petites régions (TL3)","FRJ25","Lot","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,35.08,,
"3","Petites régions (TL3)","FRJ27","Tarn","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,10128,,
"3","Petites régions (TL3)","FRJ27","Tarn","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.27,,
"3","Petites régions (TL3)","FRJ27","Tarn","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,10436,,
"3","Petites régions (TL3)","FRJ27","Tarn","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,0.21,,
"3","Petites régions (TL3)","FRJ27","Tarn","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,10680,,
"3","Petites régions (TL3)","FRJ27","Tarn","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.15,,
"3","Petites régions (TL3)","FRJ12","Gard","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.35,,
"3","Petites régions (TL3)","FRJ13","Hérault","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,0.59,,
"3","Petites régions (TL3)","FRJ13","Hérault","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.62,,
"3","Petites régions (TL3)","FRJ14","Lozère","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.71,,
"3","Petites régions (TL3)","FRJ15","Pyrénées-Orientales","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,10052,,
"3","Petites régions (TL3)","FRJ15","Pyrénées-Orientales","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,10542,,
"3","Petites régions (TL3)","FRJ15","Pyrénées-Orientales","OUTMOB_ALL","      Personnes ayant quitté la région pour aller dans une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,10086,,
"3","Petites régions (TL3)","FRK21","Ain","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,0.38,,
"3","Petites régions (TL3)","FRK22","Ardèche","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,30.65,,
"3","Petites régions (TL3)","FRK22","Ardèche","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,30.6,,
"3","Petites régions (TL3)","FRK11","Allier","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,9932,,
"3","Petites régions (TL3)","FRK11","Allier","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,4056,,
"3","Petites régions (TL3)","FRK11","Allier","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,10144,,
"3","Petites régions (TL3)","FRK11","Allier","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,4341,,
"3","Petites régions (TL3)","FRK11","Allier","INMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,10171,,
"3","Petites régions (TL3)","FRK11","Allier","INMOB_15_29","      Nouveaux résidents dans la région agés de 15 à 29 ans en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,4472,,
"3","Petites régions (TL3)","FRK14","Puy-de-Dôme","NETMOB_ALL","      Nouveaux résidents dans la région en provenance d'une autre région du même pays","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,2941,,
"3","Petites régions (TL3)","FRL01","Alpes-de-Haute-Provence","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,0.69,,
"3","Petites régions (TL3)","FRL01","Alpes-de-Haute-Provence","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2015","2015",,,"0","Unités",,,0.68,,
"3","Petites régions (TL3)","FRL04","Bouches-du-Rhône","NETMOB_ALL_RA","      Taux de mobilité nette inter-régional (% flux net sur population totale)","T","Total","ALL","Toutes les régions","2014","2014",,,"0","Unités",,,-0.12,,
"3","Petites régions (TL3)","FRL05","Var","YOUNGMOB_SH","      Part de jeunes nouveaux résidents (% jeunes arrivants sur le total des nouveaux arrivants d'une autre région)","T","Total","ALL","Toutes les régions","2013","2013",,,"0","Unités",,,29.95,,
